## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 칼럼명 : INDEX	WORD_FORM	LEMMA	POS	HEAD	DEPREL
## klue-dp-v1_train_00000_wikitree	해당 그림을 보면 디즈니 공주들이 브리트니 스피어스의 앨범이나 뮤직비디오, 화보 속 모습을 똑같이 재연했다.
1	가수	가수	NNG	5	NP
2	소유	소유	NNP	3	NP
3	씨와	씨 와	NNB+JC	5	NP_CNJ
4	이문세	이문세	NNP	5	NP
5	씨가	씨 가	NNB+JKS	9	NP_SBJ
6	세월을	세월 을	NNG+JKO	7	NP_OBJ
7	뛰어넘는	뛰 어 넘 는	VV+EC+VV+ETM	8	VP_MOD
8	호흡을	호흡 을	NNG+JKO	9	NP_OBJ
9	맞춰	맞추 어	VV+EC	11	VP
10	눈길을	눈 길 을	NNG+NNG+JKO	11	NP_OBJ
11	끌고	끌 고	VV+EC	12	VP
12	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00872_wikitree	'설현 브로마이드 세트'는 최근 SK텔레콤 일부 대리점에서 도난 사태까지 발생하면서 화제가 됐던, 설현 '뒤태' 사진 1장과 미공개 사진 3장 등 4장으로 구성돼 있다.
1	'설현	' 설현	SS+NNP	2	NP
2	브로마이드	브로마이드	NNG	3	NP
3	세트'는	세트 ' 는	NNG+SS+JX	22	NP_SBJ
4	최근	최근	NNG	10	NP_AJT
5	SK텔레콤	SK 텔레콤	SL+NNG	7	NP
6	일부	일부	NNG	7	NP
7	대리점에서	대리점 에서	NNG+JKB	10	NP_AJT
8	도난	도난	NNG	9	NP
9	사태까지	사태 까지	NNG+JX	10	NP_SBJ
10	발생하면서	발생 하 면서	NNG+XSV+EC	12	VP
11	화제가	화제 가	NNG+JKC	12	NP_CMP
12	됐던,	되 었 던 ,	VV+EP+ETM+SP	21	VP_MOD
13	설현	설현	NNP	14	NP
14	'뒤태'	' 뒤태 '	SS+NNG+SS	15	NP
15	사진	사진	NNG	16	NP
16	1장과	1 장 과	SN+NNB+JC	19	NP_CNJ
17	미공개	미 공개	XPN+NNG	18	NP
18	사진	사진	NNG	19	NP
19	3장	3 장	SN+NNG	20	NP
20	등	등	NNB	21	NP
21	4장으로	4 장 으로	SN+NNG+JKB	22	NP_AJT
22	구성돼	구성 되 어	NNG+XSV+EC	23	VP
23	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00873_wikitree	2002년 대선을 앞두고 정치에 뛰어든 유 전 의원은 노무현 정부 시절 친노 핵심으로 떠올랐으며 보건복지부 장관을 지냈습니다.
1	2002년	2002 년	SN+NNB	2	NP
2	대선을	대선 을	NNG+JKO	3	NP_OBJ
3	앞두고	앞두 고	VV+EC	5	VP
4	정치에	정치 에	NNG+JKB	5	NP_AJT
5	뛰어든	뛰 어 들 ㄴ	VV+EC+VX+ETM	8	VP_MOD
6	유	유	NNP	8	NP
7	전	전	MMD	8	DP
8	의원은	의원 은	NNG+JX	14	NP_SBJ
9	노무현	노무현	NNP	10	NP
10	정부	정부	NNG	11	NP
11	시절	시절	NNG	13	NP
12	친노	친노	NNP	13	NP
13	핵심으로	핵심 으로	NNG+JKB	14	NP_AJT
14	떠올랐으며	뜨 어 오르 았 으며	VV+EC+VV+EP+EC	17	VP
15	보건복지부	보건복지부	NNG	16	NP
16	장관을	장관 을	NNG+JKO	17	NP_OBJ
17	지냈습니다.	지내 었 습니다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00874_wikitree	다음은 박근혜 대통령 축전 전문입니다.
1	다음은	다음 은	NNG+JX	5	NP_SBJ
2	박근혜	박근혜	NNP	3	NP
3	대통령	대통령	NNG	4	NP
4	축전	축전	NNG	5	NP
5	전문입니다.	전문 이 ㅂ니다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00875_wikitree	웨이터들은 업주들이 없는 사이 2만∼5만원 정도의 수고비를 받고 업소에 있던 진짜 양주를 이들에게 바꿔주었다.
1	웨이터들은	웨이터 들 은	NNG+XSN+JX	8	NP_SBJ
2	업주들이	업주 들 이	NNG+XSN+JKS	3	NP_SBJ
3	없는	없 는	VA+ETM	4	VP_MOD
4	사이	사이	NNG	8	NP_AJT
5	2만∼5만원	2 만 ∼ 5 만 원	SN+NR+SO+SN+NR+NNB	6	NP
6	정도의	정도 의	NNG+JKG	7	NP_MOD
7	수고비를	수고비 를	NNG+JKO	8	NP_OBJ
8	받고	받 고	VV+EC	14	VP
9	업소에	업소 에	NNG+JKB	10	NP_AJT
10	있던	있 던	VA+ETM	12	VP_MOD
11	진짜	진짜	NNG	12	NP
12	양주를	양주 를	NNG+JKO	14	NP_OBJ
13	이들에게	이 들 에게	NP+XSN+JKB	14	NP_AJT
14	바꿔주었다.	바꾸 어 주 었 다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00876_wikitree	반 총장은 이날 뒤늦게 카이로에 도착하는 존 케리 미 국무장관과도 만나 미국과의 협조 방안 등을 협의했다.
1	반	반	NNP	2	NP
2	총장은	총장 은	NNG+JX	11	NP_SBJ
3	이날	이 날	MMD+NNG	6	NP_AJT
4	뒤늦게	뒤늦 게	VA+EC	6	VP_AJT
5	카이로에	카이로 에	NNP+JKB	6	NP_AJT
6	도착하는	도착 하 는	NNG+XSV+ETM	10	VP_MOD
7	존	존	NNP	8	NP
8	케리	케리	NNP	10	NP
9	미	미	NNP	10	NP
10	국무장관과도	국무 장관 과 도	NNG+NNG+JKB+JX	11	NP_AJT
11	만나	만나 아	VV+EC	16	VP
12	미국과의	미국 과 의	NNP+JKB+JKG	14	NP_MOD
13	협조	협조	NNG	14	NP
14	방안	방안	NNG	15	NP
15	등을	등 을	NNB+JKO	16	NP_OBJ
16	협의했다.	협의 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00877_wikitree	이번 평가전은 스페셜 석이 20만원(리셉션 뷔페 및 유니폼 제공), 특석 10만원(고급 도시락 제공), 1등석 8만원, 2등석 5만원, 3등석 3만원 등 다른 A매치보다 입장권 가격이 상대적으로 높게 책정됐다.
1	이번	이번	NNG	2	NP
2	평가전은	평가 전 은	NNG+XSN+JX	27	NP_SBJ
3	스페셜	스페셜	NNG	4	NP
4	석이	석 이	NNG+JKS	5	NP_SBJ
5	20만원(리셉션	20 만 원 ( 리셉션	SN+NR+NNB+SS+NNG	6	NP
6	뷔페	뷔페	NNG	8	NP_CNJ
7	및	및	MAG	8	AP
8	유니폼	유니폼	NNG	9	NP
9	제공),	제공 ) ,	NNG+SS+SP	19	NP_CNJ
10	특석	특석	NNG	11	NP
11	10만원(고급	10 만 원 ( 고급	SN+NR+NNB+SS+NNG	12	NP
12	도시락	도시락	NNG	13	NP
13	제공),	제공 ) ,	NNG+SS+SP	19	NP_CNJ
14	1등석	1 등 석	SN+NNB+NNG	15	NP
15	8만원,	8 만 원 ,	SN+NR+NNB+SP	19	NP_CNJ
16	2등석	2 등 석	SN+NNB+NNG	17	NP
17	5만원,	5 만 원 ,	SN+NR+NNB+SP	19	NP_CNJ
18	3등석	3 등 석	SN+NNB+NNG	19	NP
19	3만원	3 만 원	SN+NR+NNB	20	NP
20	등	등	NNB	22	NP
21	다른	다른	MMD	22	DP
22	A매치보다	A 매치 보다	SL+NNG+JKB	27	NP_AJT
23	입장권	입장권	NNG	24	NP
24	가격이	가격 이	NNG+JKS	27	NP_SBJ
25	상대적으로	상대 적 으로	NNG+XSN+JKB	26	NP_AJT
26	높게	높 게	VA+EC	27	VP
27	책정됐다.	책정 되 었 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00878_wikitree	FDA가 자문위의 권고를 그대로 따라야할 의무는 없지만, 대부분의 경우 자문위 권고를 수용해 왔다는 점에서 칼시토닌 성분의 골다공증약은 판매금지될 가능성이 높아졌다.
1	FDA가	FDA 가	SL+JKS	5	NP_SBJ
2	자문위의	자문위 의	NNP+JKG	3	NP_MOD
3	권고를	권고 를	NNG+JKO	5	NP_OBJ
4	그대로	그대로	MAG	5	AP
5	따라야할	따르 아야 하 ㄹ	VV+EC+VX+ETM	6	VP_MOD
6	의무는	의무 는	NNG+JX	7	NP_SBJ
7	없지만,	없 지만 ,	VA+EC+SP	12	VP
8	대부분의	대부분 의	NNG+JKG	9	NP_MOD
9	경우	경우	NNG	12	NP_AJT
10	자문위	자문위	NNP	11	NP
11	권고를	권고 를	NNG+JKO	12	NP_OBJ
12	수용해	수용 하 여	NNG+XSV+EC	13	VP
13	왔다는	오 았 다는	VX+EP+ETM	14	VP_MOD
14	점에서	점 에서	NNG+JKB	18	NP_AJT
15	칼시토닌	칼시토닌	NNG	16	NP
16	성분의	성분 의	NNG+JKG	17	NP_MOD
17	골다공증약은	골다공증 약 은	NNG+NNG+JX	18	NP_SBJ
18	판매금지될	판매 금지 되 ㄹ	NNG+NNG+XSV+ETM	19	VP_MOD
19	가능성이	가능 성 이	NNG+XSN+JKS	20	NP_SBJ
20	높아졌다.	높 아 지 었 다 .	VA+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00879_wikitree	시를 인용한 수상소감에서 그의 연기 신념을 엿볼 수 있었다.
1	시를	시 를	NNG+JKO	2	NP_OBJ
2	인용한	인용 하 ㄴ	NNG+XSV+ETM	3	VP_MOD
3	수상소감에서	수상 소감 에서	NNG+NNG+JKB	7	NP_AJT
4	그의	그 의	NP+JKG	6	NP_MOD
5	연기	연기	NNG	6	NP
6	신념을	신념 을	NNG+JKO	7	NP_OBJ
7	엿볼	엿보 ㄹ	VV+ETM	8	VP_MOD
8	수	수	NNB	9	NP_SBJ
9	있었다.	있 었 다 .	VA+EP+EF+SF	0	VP

## klue-dp-v1_train_00880_wikitree	걸그룹 레이디스코드 멤버 리세(본명 권리세)가 사고 3일째인 5일 현재까지 의식을 회복하지 못한 것으로 알려졌다.
1	걸그룹	걸그룹	NNG	2	NP
2	레이디스코드	레이디스코드	NNP	3	NP
3	멤버	멤버	NNG	5	NP
4	리세(본명	리세 ( 본명	NNP+SS+NNG	5	NP
5	권리세)가	권리세 ) 가	NNP+SS+JKS	11	NP_SBJ
6	사고	사고	NNG	7	NP
7	3일째인	3 일 째 이 ㄴ	SN+NNB+XSN+VCP+ETM	8	VNP_MOD
8	5일	5 일	SN+NNB	9	NP
9	현재까지	현재 까지	NNG+JX	11	NP_AJT
10	의식을	의식 을	NNG+JKO	11	NP_OBJ
11	회복하지	회복 하 지	NNG+XSV+EC	12	VP
12	못한	못 하 ㄴ	MAG+XSV+ETM	13	VP_MOD
13	것으로	것 으로	NNB+JKB	14	NP_AJT
14	알려졌다.	알리 어 지 었 다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00881_wikitree	아침 최저기온은 영하 4도∼영상 6도, 낮 최고기온은 7∼15도가 되겠습니다.
1	아침	아침	NNG	2	NP
2	최저기온은	최저 기온 은	NNG+NNG+JX	5	NP_SBJ
3	영하	영하	NNG	4	NP
4	4도∼영상	4 도 ∼ 영상	SN+NNG+SO+NNG	5	NP
5	6도,	6 도 ,	SN+NNB+SP	8	NP_CNJ
6	낮	낮	NNG	7	NP
7	최고기온은	최고 기온 은	NNG+NNG+JX	8	NP_SBJ
8	7∼15도가	7 ∼ 15 도 가	SN+SO+SN+NNB+JKC	9	NP_CMP
9	되겠습니다.	되 겠 습니다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00882_wikitree	그동안 낸시랭의 헤어브랜드 랭샵에 아낌없는 성원과 사랑을 보내주신 분들께 감사드리며, 1년이 넘는 기간 동안 랭샵을 위해 노력해주신 임직원 여러분들께도 감사의 마음 잊지 않겠습니다.
1	그동안	그 동안	MMD+NNG	8	NP_AJT
2	낸시랭의	낸시랭 의	NNP+JKG	3	NP_MOD
3	헤어브랜드	헤어 브랜드	NNG+NNG	4	NP
4	랭샵에	랭샵 에	NNP+JKB	8	NP_AJT
5	아낌없는	아낌 없 는	NNG+VA+ETM	7	VP_MOD
6	성원과	성원 과	NNG+JC	7	NP_CNJ
7	사랑을	사랑 을	NNG+JKO	8	NP_OBJ
8	보내주신	보내 어 주 시 ㄴ	VV+EC+VX+EP+ETM	9	VP_MOD
9	분들께	분 들 께	NNB+XSN+JKB	10	NP_AJT
10	감사드리며,	감사 드리 며 ,	NNG+VV+EC+SP	22	VP
11	1년이	1 년 이	SN+NNB+JKS	12	NP_SBJ
12	넘는	넘 는	VV+ETM	13	VP_MOD
13	기간	기간	NNG	14	NP
14	동안	동안	NNG	16	NP_AJT
15	랭샵을	랭샵 을	NNP+JKO	16	NP_OBJ
16	위해	위하 여	VV+EC	17	VP
17	노력해주신	노력 하 여 주 시 ㄴ	NNG+XSV+EC+VX+EP+ETM	18	VP_MOD
18	임직원	임 직원	NNG+NNG	19	NP
19	여러분들께도	여러 분 들 께 도	NP+NNB+XSN+JKB+JX	22	NP_AJT
20	감사의	감사 의	NNG+JKG	21	NP_MOD
21	마음	마음	NNG	22	NP_OBJ
22	잊지	잊 지	VV+EC	23	VP
23	않겠습니다.	않 겠 습니다 .	VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00883_wikitree	또 이 아기의 할아버지와 병원 산부인과 부주임 저우(周) 씨를 고의살인 혐의로 체포해 조사를 벌이고 있다.
1	또	또	MAG	14	AP
2	이	이	MMD	3	DP
3	아기의	아기 의	NNG+JKG	4	NP_MOD
4	할아버지와	할아버지 와	NNG+JC	9	NP_CNJ
5	병원	병원	NNG	7	NP
6	산부인과	산부인과	NNG	7	NP
7	부주임	부 주임	XPN+NNP	9	NP
8	저우(周)	저우 ( 周 )	NNP+SS+SH+SS	9	NP
9	씨를	씨 를	NNB+JKO	12	NP_OBJ
10	고의살인	고의 살인	NNG+NNG	11	NP
11	혐의로	혐의 로	NNG+JKB	12	NP_AJT
12	체포해	체포 하 여	NNG+XSV+EC	14	VP
13	조사를	조사 를	NNG+JKO	14	NP_OBJ
14	벌이고	벌이 고	VV+EC	15	VP
15	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00884_wikitree	한편, 리바오둥 부부장은 황 본부장과 만나 현재 중국이 유엔 안보리의 대북 결의 초안을 시급성을 갖고 적극적으로 검토하고 있으며 안보리 결의를 성안하는 과정에서 한국과 계속 긴밀하게 협력해 나가겠다는 점을 밝혔다고 황 본부장은 전했다.
1	한편,	한편 ,	MAG+SP	32	AP
2	리바오둥	리바오둥	NNP	3	NP
3	부부장은	부부장 은	NNG+JX	32	NP_SBJ
4	황	황	NNP	5	NP
5	본부장과	본부장 과	NNG+JKB	6	NP_AJT
6	만나	만나 아	VV+EC	29	VP
7	현재	현재	MAG	17	AP
8	중국이	중국 이	NNP+JKS	17	NP_SBJ
9	유엔	유엔	NNP	10	NP
10	안보리의	안보리 의	NNP+JKG	13	NP_MOD
11	대북	대북	NNP	12	NP
12	결의	결의	NNG	13	NP
13	초안을	초안 을	NNG+JKO	17	NP_OBJ
14	시급성을	시급 성 을	NNG+XSN+JKO	15	NP_OBJ
15	갖고	갖 고	VV+EC	17	VP
16	적극적으로	적극 적 으로	NNG+XSN+JKB	17	NP_AJT
17	검토하고	검토 하 고	NNG+XSV+EC	18	VP
18	있으며	있 으며	VX+EC	29	VP
19	안보리	안보리	NNP	20	NP
20	결의를	결의 를	NNG+JKO	21	NP_OBJ
21	성안하는	성안 하 는	NNG+XSV+ETM	22	VP_MOD
22	과정에서	과정 에서	NNG+JKB	26	NP_AJT
23	한국과	한국 과	NNP+JC	26	NP_AJT
24	계속	계속	MAG	26	AP
25	긴밀하게	긴밀하 게	VA+EC	26	VP_AJT
26	협력해	협력 하 여	NNG+XSV+EC	27	VP
27	나가겠다는	나가 겠 다는	VX+EP+ETM	28	VP_MOD
28	점을	점 을	NNG+JKO	29	NP_OBJ
29	밝혔다고	밝히 었 다고	VV+EP+EC	32	VP_CMP
30	황	황	NNP	31	NP
31	본부장은	본부장 은	NNG+JX	32	NP_SBJ
32	전했다.	전하 였 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00885_wikitree	모든 상황을 지켜보던 직원은 결국 커플에 다가가 이들을 제지했고, 이 커플은 놀란 듯 허둥지둥 카페를 빠져나갔다.
1	모든	모든	MMN	2	DP
2	상황을	상황 을	NNG+JKO	3	NP_OBJ
3	지켜보던	지키 어 보 던	VV+EC+VX+ETM	4	VP_MOD
4	직원은	직원 은	NNG+JX	7	NP_SBJ
5	결국	결국	NNG	7	NP
6	커플에	커플 에	NNG+JKB	7	NP_AJT
7	다가가	다가가 아	VV+EC	9	VP
8	이들을	이 들 을	NP+XSN+JKO	9	NP_OBJ
9	제지했고,	제지 하 였 고 ,	NNG+XSV+EP+EC+SP	16	VP
10	이	이	MMD	11	DP
11	커플은	커플 은	NNG+JX	16	NP_SBJ
12	놀란	놀라 ㄴ	VV+ETM	13	VP_MOD
13	듯	듯	NNB	16	NP_AJT
14	허둥지둥	허둥지둥	MAG	16	AP
15	카페를	카페 를	NNG+JKO	16	NP_OBJ
16	빠져나갔다.	빠지 어 나가 았 다	VV+EC+VX+EP+EF	0	VP

## klue-dp-v1_train_00886_wikitree	개그맨 조세호 부모가 '30억 재벌설'에 대해 해명했다.
1	개그맨	개그맨	NNG	2	NP
2	조세호	조세호	NNP	3	NP
3	부모가	부모 가	NNG+JKS	7	NP_SBJ
4	'30억	' 30 억	SS+SN+NR	5	NP
5	재벌설'에	재벌설 ' 에	NNG+SS+JKB	6	NP_AJT
6	대해	대하 여	VV+EC	7	VP
7	해명했다.	해명 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00887_wikitree	신당은 대선시의 불법 선거 개입 등에 대한 진상규명을 통해 민주주의를 바로 세울 것이다.
1	신당은	신 당 은	XPN+NNG+JX	9	NP_SBJ
2	대선시의	대선시 의	NNG+JKG	5	NP_MOD
3	불법	불법	NNG	4	NP
4	선거	선거	NNG	5	NP
5	개입	개입	NNG	6	NP
6	등에	등 에	NNB+JKB	7	NP_AJT
7	대한	대하 ㄴ	VV+ETM	8	VP_MOD
8	진상규명을	진상 규명 을	NNG+NNG+JKO	9	NP_OBJ
9	통해	통하 여	VV+EC	12	VP
10	민주주의를	민주주의 를	NNG+JKO	12	NP_OBJ
11	바로	바로	MAG	12	AP
12	세울	세우 ㄹ	VV+ETM	13	VP_MOD
13	것이다.	것 이 다 .	NNB+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00888_wikitree	또 시신을 부검해 사인을 밝힌 뒤 신씨 부부에 대해 살인 혐의를 적용할 수 있을지 검토할 계획이다.
1	또	또	MAG	15	AP
2	시신을	시신 을	NNG+JKO	3	NP_OBJ
3	부검해	부검 하 여	NNG+XSV+EC	5	VP
4	사인을	사인 을	NNG+JKO	5	NP_OBJ
5	밝힌	밝히 ㄴ	VV+ETM	6	VP_MOD
6	뒤	뒤	NNG	15	NP_AJT
7	신씨	신 씨	NNP+NNB	8	NP
8	부부에	부부 에	NNG+JKB	9	NP_AJT
9	대해	대하 여	VV+EC	12	VP
10	살인	살인	NNG	11	NP
11	혐의를	혐의 를	NNG+JKO	12	NP_OBJ
12	적용할	적용 하 ㄹ	NNG+XSV+ETM	13	VP_MOD
13	수	수	NNB	14	NP_SBJ
14	있을지	있 을지	VA+EC	15	VP_OBJ
15	검토할	검토 하 ㄹ	NNG+XSV+ETM	16	VP_MOD
16	계획이다.	계획 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00889_wikitree	볼턴의 이청용은 반슬리와의 경기에 후반 27분 대런 프래틀리와 교체 출전해 경기가 끝날 때까지 그라운드를 누볐다.
1	볼턴의	볼턴 의	NNP+JKG	2	NP_MOD
2	이청용은	이청용 은	NNP+JX	10	NP_SBJ
3	반슬리와의	반슬리 와 의	NNP+JKB+JKG	4	NP_MOD
4	경기에	경기 에	NNG+JKB	10	NP_AJT
5	후반	후반	NNG	6	NP
6	27분	27 분	SN+NNB	10	NP_AJT
7	대런	대런	NNP	8	NP
8	프래틀리와	프래틀리 와	NNP+JC	10	NP_AJT
9	교체	교체	NNG	10	NP
10	출전해	출전 하 여	NNG+XSV+EC	15	VP
11	경기가	경기 가	NNG+JKS	12	NP_SBJ
12	끝날	끝나 ㄹ	VV+ETM	13	VP_MOD
13	때까지	때 까지	NNG+JX	15	NP_AJT
14	그라운드를	그라운드 를	NNG+JKO	15	NP_OBJ
15	누볐다.	누비 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00890_wikitree	김동현이 10일(한국 시각) 오전 브라질 상파울루 바루에리 호세 코레아 아레나에서 열린 UFC 파이트나잇 코메인 이벤트에서 브라질의 에릭 실바를 2라운드 KO로 제압했습니다.
1	김동현이	김동현 이	NNP+JKS	21	NP_SBJ
2	10일(한국	10 일 ( 한국	SN+NNB+SS+NNP	3	NP
3	시각)	시각 )	NNG+SS	4	NP
4	오전	오전	NNG	11	NP_AJT
5	브라질	브라질	NNP	6	NP
6	상파울루	상파울루	NNP	7	NP
7	바루에리	바루에리	NNP	8	NP
8	호세	호세	NNP	9	NP
9	코레아	코레아	NNP	10	NP
10	아레나에서	아레나 에서	NNP+JKB	11	NP_AJT
11	열린	열리 ㄴ	VV+ETM	15	VP_MOD
12	UFC	UFC	SL	13	NP
13	파이트나잇	파이트나잇	NNP	14	NP
14	코메인	코메인	NNP	15	NP
15	이벤트에서	이벤트 에서	NNG+JKB	21	NP_AJT
16	브라질의	브라질 의	NNP+JKG	18	NP_MOD
17	에릭	에릭	NNP	18	NP
18	실바를	실바 를	NNP+JKO	21	NP_OBJ
19	2라운드	2 라운드	SN+NNG	20	NP
20	KO로	KO 로	SL+JKB	21	NP_AJT
21	제압했습니다.	제압 하 였 습니다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00891_wikitree	코레일은 바른 전철 이용 문화 정착과 부정승차 근절을 위하여 부정승차를 한 횟수만큼 부가운임을 누적해서 부과하고 있다고 7일 밝혔다.
1	코레일은	코레일 은	NNP+JX	18	NP_SBJ
2	바른	바르 ㄴ	VA+ETM	5	VP_MOD
3	전철	전철	NNG	4	NP
4	이용	이용	NNG	5	NP
5	문화	문화	NNG	6	NP
6	정착과	정착 과	NNG+JC	8	NP_CNJ
7	부정승차	부정 승차	NNG+NNG	8	NP
8	근절을	근절 을	NNG+JKO	9	NP_OBJ
9	위하여	위하 여	VV+EC	14	VP
10	부정승차를	부정 승차 를	NNG+NNG+JKO	11	NP_OBJ
11	한	하 ㄴ	VV+ETM	12	VP_MOD
12	횟수만큼	횟수 만큼	NNG+JKB	14	NP_AJT
13	부가운임을	부가 운임 을	NNG+NNG+JKO	14	NP_OBJ
14	누적해서	누적 하 여서	NNG+XSV+EC	15	VP
15	부과하고	부과 하 고	NNG+XSV+EC	16	VP
16	있다고	있 다고	VX+EC	18	VP_AJT
17	7일	7 일	SN+NNB	18	NP_AJT
18	밝혔다.	밝히 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00892_wikitree	두 사람 모두 항소했지만, 2심은 양측의 항소를 모두 기각했다.
1	두	두	MMN	2	DP
2	사람	사람	NNG	4	NP_SBJ
3	모두	모두	MAG	4	AP
4	항소했지만,	항소 하 였 지만 ,	NNG+XSV+EP+EC+SP	9	VP
5	2심은	2 심 은	SN+NNG+JX	9	NP_SBJ
6	양측의	양 측 의	NNG+NNB+JKG	7	NP_MOD
7	항소를	항소 를	NNG+JKO	9	NP_OBJ
8	모두	모두	MAG	9	AP
9	기각했다.	기각 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00893_wikitree	또 아이들의 비만을 가정과 학교가 전적으로 책임을 져야 한다는 논리는 불공평하다는 불만도 나오고 있다.
1	또	또	MAG	13	AP
2	아이들의	아이 들 의	NNG+XSN+JKG	3	NP_MOD
3	비만을	비만 을	NNG+JKO	8	NP_OBJ
4	가정과	가정 과	NNG+JC	5	NP_CNJ
5	학교가	학교 가	NNG+JKS	8	NP_SBJ
6	전적으로	전적 으로	NNG+JKB	8	NP_AJT
7	책임을	책임 을	NNG+JKO	8	NP_OBJ
8	져야	지 어야	VV+EC	9	VP
9	한다는	하 ㄴ다는	VX+ETM	10	VP_MOD
10	논리는	논리 는	NNG+JX	11	NP_SBJ
11	불공평하다는	불 공평 하 다는	XPN+NNG+XSA+ETM	12	VP_MOD
12	불만도	불만 도	NNG+JX	13	NP_SBJ
13	나오고	나오 고	VV+EC	14	VP
14	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00894_wikitree	경찰에 따르면 한씨는 14일 오후 9시 30분께 서울 광진구 자양동 집에 혼자 있다가 흉기를 들고 거리로 나와 인근 건물 현관 앞에서 담배를 피우던 주민 정모(35)씨를 흉기로 찔러 숨지게한 혐의를 받고 있다.
1	경찰에	경찰 에	NNG+JKB	2	NP_AJT
2	따르면	따르 면	VV+EC	30	VP
3	한씨는	한 씨 는	NNP+NNB+JX	13	NP_SBJ
4	14일	14 일	SN+NNB	5	NP
5	오후	오후	NNG	7	NP
6	9시	9 시	SN+NNB	7	NP
7	30분께	30 분 께	SN+NNB+XSN	13	NP_AJT
8	서울	서울	NNP	9	NP
9	광진구	광진구	NNP	10	NP
10	자양동	자양동	NNP	11	NP
11	집에	집 에	NNG+JKB	13	NP_AJT
12	혼자	혼자	NNG	13	NP_AJT
13	있다가	있 다가	VA+EC	15	VP
14	흉기를	흉기 를	NNG+JKO	15	NP_OBJ
15	들고	들 고	VV+EC	17	VP
16	거리로	거리 로	NNG+JKB	17	NP_AJT
17	나와	나 아 오 아	VV+EC+VX+EC	27	VP
18	인근	인근	NNG	19	NP
19	건물	건물	NNG	20	NP
20	현관	현관	NNG	21	NP
21	앞에서	앞 에서	NNG+JKB	23	NP_AJT
22	담배를	담배 를	NNG+JKO	23	NP_OBJ
23	피우던	피우 던	VV+ETM	25	VP_MOD
24	주민	주민	NNG	25	NP
25	정모(35)씨를	정 모 ( 35 ) 씨 를	NNP+NP+SS+SN+SS+NNB+JKO	27	NP_OBJ
26	흉기로	흉기 로	NNG+JKB	27	NP_AJT
27	찔러	찌르 어	VV+EC	28	VP
28	숨지게한	숨지 게 하 ㄴ	VV+EC+VX+ETM	29	VP_MOD
29	혐의를	혐의 를	NNG+JKO	30	NP_OBJ
30	받고	받 고	VV+EC	31	VP
31	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00895_wikitree	명동성당측이 폭발물 설치 신고로 수색작업이 계속되는 가운데 정오 미사를 강행했다.
1	명동성당측이	명동성당 측 이	NNP+NNB+JKS	10	NP_SBJ
2	폭발물	폭발물	NNG	3	NP
3	설치	설치	NNG	4	NP
4	신고로	신고 로	NNG+JKB	6	NP_AJT
5	수색작업이	수색 작업 이	NNG+NNG+JKS	6	NP_SBJ
6	계속되는	계속 되 는	NNG+XSV+ETM	7	VP_MOD
7	가운데	가운데	NNG	10	NP_AJT
8	정오	정오	NNG	9	NP
9	미사를	미사 를	NNG+JKO	10	NP_OBJ
10	강행했다.	강행 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00896_wikitree	영화 배급사 조이앤픽쳐스는 \"영화 '러브 액츄얼리'가 오는 12월 17일 재개봉한다”고 20일 밝혔다.
1	영화	영화	NNG	2	NP
2	배급사	배급사	NNG	3	NP
3	조이앤픽쳐스는	조이앤픽쳐스 는	NNP+JX	12	NP_SBJ
4	\"영화	\" 영화	SS+NNG	6	NP
5	'러브	' 러브	SS+NNG	6	NP
6	액츄얼리'가	액츄얼리 ' 가	NNG+SS+JKS	10	NP_SBJ
7	오는	오 는	VV+ETM	9	VP_MOD
8	12월	12 월	SN+NNB	9	NP
